ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2016;UF;16;Amap ;733;815;709;682;73;699;548;708;588;396;131;17;419;252;131;17;419;24;7392;2344;357;5015;8794;8555;5983;4621;7299;989;487;536;632;9823;8822;3799;8447;698;5675;1744;201;1766;9097;9376;5246;1957;55738;56676;131687;8477;8049;18618;30815;5411;16866;235465;1766;1265;554;549;749;2042;4236;3398;8141;13952;788892;788494;775448;32375;138948;193842;41995;54894;553584;46432;108500;498690;390190;28168;282009
2016;UF;17;Tocantins;734;805;723;679;628;775;56;72;536;455;106;258;33;237;106;258;33;231;7329;1591;708;4906;9407;9489;7226;4858;6275;828;974;1052;1277;9971;865;3194;8631;5741;4457;1202;1095;711;9549;9751;6159;1685;54678;55202;107466;7818;1074;23139;36082;56272;147235;205548;1213;869;489;423;449;1301;337;3391;8188;14969;1507623;1507124;1492827;45954;248429;341158;81501;92729;1118196;80817;189451;1025466;836015;106755;595780
2016;UF;21;Maranh o;68;759;673;615;546;747;497;661;483;384;129;282;375;269;129;282;375;262;7054;2148;723;5534;9798;903;6459;4606;5459;725;1572;1705;2052;9893;8805;2563;8027;4856;3504;69;1622;1223;955;9707;5761;1094;36742;37134;7682;6968;5639;14394;23983;37717;102163;145708;1455;102;517;489;129;2875;534;41;7554;13045;6921259;6919851;6846743;265331;1208380;1623978;412517;415597;4956208;379821;863460;4540611;3677151;500712;2296259
2016;UF;22;Piau ;685;766;642;655;513;719;506;677;469;409;116;269;376;261;116;269;376;254;7094;1925;851;4881;9968;8949;5964;3868;5128;734;1703;1828;2158;9884;8888;3153;7462;464;3274;1033;2044;1641;9491;9711;5337;1464;46993;47243;85525;6707;7543;17471;28993;48198;13283;193345;1546;1062;528;508;928;2282;4463;4692;8212;13679;3246228;3244782;3227657;100609;490027;664987;163239;174960;2457602;176308;394555;2282642;1888086;276173;1191254
2016;UF;23;Cear ;722;812;708;656;585;779;533;732;516;401;98;271;389;262;98;271;389;253;7372;1448;864;4666;9801;9345;6816;5193;5853;765;1419;1516;1798;9881;8432;254;8336;5309;3711;87;1197;847;938;9704;5922;1442;47332;47829;88661;6924;7042;17688;28597;45346;133883;207336;1677;1083;543;539;998;2193;4511;4049;7606;13665;8959457;8950696;8857702;265613;1280998;1776754;422357;495756;6882697;495120;1148133;6386941;5238807;773700;3297720
2016;UF;24;Rio Grande do Norte;732;844;676;687;576;732;554;766;521;427;93;229;379;243;93;229;379;234;7562;1474;86;452;986;8907;5766;4727;5764;826;141;1498;1757;9834;845;3058;7907;5353;4122;1155;1576;111;9309;9717;5072;1748;57392;57786;105127;6863;9152;21605;34144;52422;170247;253399;1648;1107;543;539;71;1644;3727;3928;7895;14565;3422843;3420752;3397472;100759;478309;655212;169693;176902;2651803;162113;398583;2474900;2076317;294444;1278107
2016;UF;25;Para ba;704;802;657;663;53;732;526;719;485;418;104;262;369;253;104;262;369;245;7309;1626;905;4873;9717;9094;5651;4833;5301;763;152;1636;1942;9879;8473;3167;7532;484;3645;1084;1826;1197;9377;9741;4816;1824;49542;49669;91658;6571;8975;18712;3023;48683;140445;208235;1504;1015;527;498;651;1856;4293;4704;8529;14521;3932871;3928566;3918505;125629;566018;786486;207209;220467;3000347;206122;476155;2779880;2303724;356075;1390211
2016;UF;26;Pernambuco;724;813;69;677;586;748;537;741;52;402;89;247;406;259;89;247;406;247;7378;1272;869;4455;9898;8915;6335;4783;5858;813;1251;1336;1557;9899;8448;2788;8033;5435;4124;1153;1769;1311;9317;9671;5111;1524;54006;54947;108174;7166;7505;18761;30539;49327;163871;249841;1902;1248;567;579;853;2011;4191;3495;7531;13658;9320464;9314887;9155380;259873;1273063;1782428;424011;509364;7258274;476262;1098923;6748910;5649987;810314;3323178
2016;UF;27;Alagoas;68;776;635;637;523;7;491;683;448;387;12;294;393;278;12;294;393;269;7154;1967;758;4767;9462;8675;5626;4231;5228;721;1768;1899;2237;9828;8136;2949;7287;4781;3404;955;2081;1625;9231;9589;4695;1387;42239;42771;87823;6704;6491;16584;26153;43117;119346;171841;1489;1034;523;5;1084;2344;4879;3653;7438;13545;3286849;3284243;3243464;102377;513598;709811;180604;196213;2475023;188954;406568;2278809;1872241;249250;1055125
2016;UF;28;Sergipe;697;793;625;683;544;67;504;71;467;386;105;253;435;277;105;253;435;264;7255;163;737;4345;9676;8302;5156;3677;5444;789;1461;1557;1853;9872;858;3005;7287;5058;3796;1144;2442;185;9429;978;4715;1475;5605;56937;107982;7404;769;18572;3122;52107;171607;257617;1962;1307;567;581;855;2015;419;3571;7734;1365;2236783;2234265;2199450;60176;309909;430654;110236;120745;1724234;118876;277692;1603489;1325796;164917;856702
2016;UF;29;Bahia;705;807;656;662;554;714;522;718;485;408;11;261;383;26;11;261;383;251;734;1747;809;4598;9804;8935;5603;4224;5541;775;1293;1391;1638;9907;8508;3271;7805;5099;3897;879;2292;1743;9416;972;4711;1317;49075;49506;8871;69;7583;18065;29616;48461;141549;209428;1633;1104;539;532;896;2091;4376;394;7855;13794;14670485;14663570;14535993;424379;2118125;2965512;771312;847386;11236185;765408;1698058;10388798;8690740;1186513;5569527
2016;UF;31;Minas Gerais;776;871;739;725;614;811;625;805;619;489;76;163;326;195;76;163;326;188;7723;1095;928;4285;9675;9612;7198;5959;6136;882;59;624;729;9897;8819;2916;8746;5624;4245;1332;863;514;9494;9771;6518;2034;7286;73536;117942;724;14693;31516;48763;72019;197312;283775;1228;854;491;425;319;769;217;3065;7612;15476;20769869;20761277;20570211;544012;2536855;3524610;840927;987754;16467241;1076432;2542310;15479487;12937176;1927261;9241067
2016;UF;32;Esp rito Santo;779;887;732;727;654;774;618;823;604;475;72;175;346;206;72;175;346;198;7822;881;847;4189;9666;919;6748;5346;654;916;559;595;697;9917;8511;3023;8745;6133;4761;1435;1523;1213;9391;9716;5724;2031;73804;75033;128891;7541;13712;29843;46983;71771;206783;296228;136;95;51;451;386;821;239;2489;7006;15385;3875864;3874829;3811387;99158;485833;673133;165355;187300;3059989;186627;447370;2872689;2425318;328364;1666621
2016;UF;33;Rio de Janeiro;789;853;757;761;739;766;633;785;658;492;8;131;354;198;8;131;354;188;7618;1155;1163;4217;9706;8896;6519;5505;7391;1018;262;275;312;9898;8896;3393;8771;7165;5569;1859;1864;1529;9511;9723;5795;2027;90943;9247;155439;7436;16207;35023;5476;87655;262458;377394;1473;1025;525;476;296;633;1871;1775;6822;15338;16947230;16935873;16656249;392749;1868141;2629095;668888;760953;13892222;813114;1845746;13131269;11285522;1971632;7353717
2016;UF;35;S o Paulo;835;885;837;787;755;882;681;825;731;524;68;127;334;185;68;127;334;176;7807;989;909;4141;9772;966;8574;729;7547;1039;266;279;319;9932;8816;2978;9427;7244;5848;2174;588;434;9557;9486;747;2297;107288;108601;179018;7912;20257;41804;63399;10055;311931;451319;1454;1005;524;475;212;42;1311;1667;6383;15659;44754215;44723031;44182181;1133934;5556919;7611116;1791858;2054197;35718385;2063073;4678698;33664187;28985489;4069747;21140920
2016;UF;41;Paran ;797;867;773;756;681;824;65;806;638;533;7;174;295;185;7;174;295;18;7702;935;878;4199;9714;9299;7867;6083;6806;93;403;429;498;9898;8456;3101;8859;6416;4822;1714;873;711;9299;9529;64;2212;88445;89225;146699;7809;19458;39539;59614;88909;234895;332007;1125;796;476;392;164;481;1453;2084;8242;16259;11162815;11159985;11062410;294448;1430231;1991983;506018;561751;8841794;544117;1321164;8280042;6958877;980198;5223980
2016;UF;42;Santa Catarina;814;902;785;763;686;84;688;843;681;568;65;133;255;155;65;133;255;151;7909;923;865;4054;9722;9728;7624;6528;6864;949;269;285;331;9963;8557;3168;9204;6434;4709;1607;827;521;9404;9809;6162;2426;92116;928;145421;7717;24431;48013;67766;98213;222269;299458;827;614;421;306;145;286;961;1996;6556;16345;6882511;6878656;6827984;187186;813839;1133772;267454;319932;5492313;328015;803332;5172380;4369048;595091;3339080
2016;UF;43;Rio Grande do Sul;789;88;722;772;652;76;656;819;635;543;69;121;297;168;69;121;297;162;7777;964;1066;424;9195;9417;6353;5436;6522;958;288;302;342;9916;8705;331;8681;6176;4614;1515;1441;952;9364;9854;5434;2388;97602;98273;150668;7338;21291;4396;65445;9974;257596;361113;1107;79;473;391;17;393;1192;2804;7628;16017;11211227;11205041;11128523;267335;1286312;1830685;439228;544373;9067597;452955;1176889;8523224;7346334;1194756;5296675
2016;UF;50;Mato Grosso do Sul;758;842;698;741;618;742;615;764;579;527;93;17;289;188;93;17;289;184;7549;1412;766;4515;9497;9212;6292;4689;6177;909;497;526;621;9921;8404;3524;8123;5788;4452;153;1314;915;9379;975;5092;2205;80571;80951;135409;7924;18478;36536;54503;80843;212392;296788;1079;772;47;382;11;445;1735;2399;8734;17215;2618029;2617170;2604908;86507;367516;485875;131390;118359;2004173;134794;313882;1885813;1571931;200511;1226579
2016;UF;51;Mato Grosso;769;82;766;725;66;826;61;735;599;516;104;218;288;207;104;218;288;203;742;17;68;4451;9477;9609;8244;5702;6604;864;617;662;79;9955;8614;3073;9248;6067;4367;1372;755;569;951;9754;6983;1939;72713;73565;133942;8229;17263;34461;52001;75176;185112;256047;99;716;453;352;222;528;1874;1849;7576;16454;3305274;3304672;3266400;92627;476366;648592;168462;172226;2512127;165360;395170;2339901;1944730;224904;1463443
2016;UF;52;Goi s;764;818;754;724;655;809;612;738;614;505;98;186;302;20;98;186;302;195;7409;1502;732;4344;9486;9529;7237;6119;6549;904;561;598;707;9875;8811;3136;8999;6058;4565;15;1074;726;9518;9717;6241;2095;72267;73241;126383;7959;16312;33145;49928;72491;188878;265695;1074;764;467;374;288;577;189;2174;6694;15731;6725748;6723531;6634062;213484;920354;1246988;316585;326634;5180785;333254;810344;4854151;4043806;491994;3037029
2016;UF;53;Distrito Federal;847;884;822;836;813;826;665;82;713;502;72;132;4;215;72;132;40;201;7802;1057;638;3842;9395;9623;7328;6688;8126;1119;257;271;317;9898;9413;3761;913;793;6602;3092;936;67;9611;9779;6666;2808;145683;146894;236141;764;19219;41993;71437;142569;454473;635416;2076;1485;578;615;148;441;1516;2077;8271;16297;2890224;2883848;2860081;84598;378303;510845;129153;132542;2272291;139319;348978;2139749;1790771;184252;1357349
2017;UF;11;Rond nia;721;775;699;693;598;756;571;684;559;486;118;2;299;209;118;20;299;206;715;197;627;436;9317;9224;6786;4913;5981;836;662;712;856;9928;8491;3256;8383;5442;3952;1099;1435;1047;9401;9812;5673;186;59682;60422;113658;7997;13499;28106;43741;64699;147937;202583;974;711;447;354;381;864;2581;2657;7383;15759;1727248;1727248;1706110;47756;249695;345083;88489;95388;1311112;103689;222754;1215723;992969;108293;720944
2017;UF;12;Acre;712;82;671;655;593;714;515;736;491;379;103;268;422;276;103;268;422;264;742;1644;528;5246;8724;8599;6544;4691;5932;804;1208;1323;1618;963;8153;3354;8159;532;4128;1234;1461;1219;8971;9469;5271;178;47165;47778;104746;7312;625;15882;27866;49618;137524;194063;1754;1243;545;548;1181;2643;4743;4138;773;12891;840491;840033;829269;33576;150371;206814;53327;56443;595680;53800;116269;539237;422967;44382;275714
2017;UF;13;Amazonas;728;785;732;672;684;758;54;696;6;378;114;181;438;258;114;181;438;244;7208;178;515;5049;9428;9079;67;5108;6838;949;637;687;823;9906;8794;3428;813;6511;5308;1416;1515;1185;9526;9768;591;1732;52338;53253;117889;8021;6808;16619;27164;45189;166243;252248;2153;1419;591;63;947;2372;4754;369;7777;13582;3859229;3857781;3791537;141350;668781;897208;227377;228426;2763320;218097;511638;2534893;2023255;198811;1369450
2017;UF;14;Roraima;746;779;764;697;73;782;573;696;627;432;106;179;38;231;106;179;38;222;7171;1713;445;4924;9666;914;6981;5483;7301;997;589;64;803;9905;8755;3105;9043;685;5559;1795;1242;918;9461;9752;613;202;61307;62352;129167;8312;10917;23136;35957;6057;175975;247584;1454;1034;526;479;517;1141;3417;2975;7086;15248;486747;486040;477892;17282;84050;114496;28502;30446;347822;28127;65370;317376;252006;21665;191189
2017;UF;15;Par ;694;787;657;647;595;691;537;702;528;418;108;196;354;226;108;196;354;219;7222;1618;567;4819;9491;8615;5403;4124;5952;833;858;924;1107;9878;8567;3244;7758;5516;4007;871;2202;1718;9318;9686;478;1274;44725;45192;89809;7626;8056;18139;28835;4579;122887;176341;1346;938;506;457;793;2054;4482;4119;818;14264;8381474;8376486;8289919;285986;1405497;1914177;486460;508680;6131197;491736;1094002;5622517;4528515;475460;3160071
2017;UF;16;Amap ;732;82;7;683;701;7;547;713;58;395;13;172;421;253;13;172;421;241;7418;2323;414;4837;8103;8591;6451;484;7006;962;546;591;76;9824;8913;3807;8435;6576;5117;154;2032;1601;9392;9673;5592;2084;56152;56887;13564;8571;8162;17715;27627;47309;180199;269535;2083;1393;589;623;788;2161;4728;3718;8629;14649;805344;804968;794571;30949;131299;179364;47139;48065;576107;58005;122209;528041;405832;33309;285091
2017;UF;17;Tocantins;74;809;729;687;631;783;572;726;558;462;103;234;327;227;103;234;327;221;7356;1544;799;4789;9742;9346;6963;5272;631;87;97;1044;1241;996;9042;3534;888;5772;4559;143;1247;824;9649;9799;6143;1678;57558;58173;108461;7459;11531;24364;37604;58168;15652;223487;1245;872;495;431;448;1166;3237;3272;8222;15418;1524403;1524148;1508034;47654;233835;316749;78611;82914;1152547;80805;184889;1069632;884743;121764;601009
2017;UF;21;Maranh o;685;764;684;616;557;758;5;669;492;38;125;28;383;27;125;28;383;263;7083;2049;711;5353;9769;9189;6427;4935;557;745;1573;1696;2028;9915;8483;2617;8064;5017;3586;772;1519;1153;9473;9713;547;1237;37074;37731;79113;6823;5043;14218;23756;38095;104148;14869;1544;1081;526;507;1457;2924;5359;3829;7176;1272;6960070;6957710;6836632;246748;1226523;1636171;423584;409647;5028268;392654;838271;4618621;3780349;494995;2212110
2017;UF;22;Piau ;694;769;665;653;536;74;51;681;492;395;114;26;395;265;114;26;395;256;7112;1866;913;4942;9899;8992;5761;4964;5363;755;163;1747;2059;9976;8912;3532;801;4843;3406;1062;1766;1238;9539;9885;5104;1839;4647;46753;83019;6391;6588;17181;29098;48089;130161;187959;1582;1095;529;522;1145;2349;4477;4484;751;13121;3254626;3249954;3230269;105204;481859;652777;166838;170918;2475405;161884;378915;2304486;1925570;297182;1157843
2017;UF;23;Cear ;73;816;715;666;585;791;541;738;535;402;96;252;396;258;96;252;396;248;7394;1386;92;4682;9891;9533;6773;545;5851;804;1319;1407;1675;9906;8661;2649;8277;5338;3984;1002;1125;725;9463;9778;5938;1676;50366;50839;93811;6965;7353;18464;29935;48309;146946;220511;1708;1138;547;548;947;2072;4305;4084;758;13801;9015354;9009590;8925829;252279;1239118;1709552;448506;470433;6969352;465068;1134474;6498919;5364444;828964;3360510
2017;UF;24;Rio Grande do Norte;728;848;677;672;568;739;55;772;529;407;9;218;394;244;9;218;394;234;7587;1413;893;4405;9925;9152;5684;478;5675;825;1298;1384;1636;991;8766;3438;7797;5247;4042;1178;1846;1284;9443;9726;512;1941;52468;53145;96748;6555;7949;20165;33206;52653;147788;212044;1508;1051;523;503;838;1887;3857;3586;7547;13609;3450669;3449520;3405600;98575;458998;638723;169033;179724;2703614;182057;423632;2523890;2100257;308227;1223055
2017;UF;25;Para ba;717;807;671;682;533;753;531;725;492;419;101;267;385;26;101;267;385;251;7339;1546;974;4811;9817;9302;5819;5189;5325;78;1623;1737;2026;9897;8562;3067;7517;4906;3852;1264;1721;1189;9379;9657;5163;1938;55771;56037;10236;6776;8827;20621;32107;52016;165015;247742;1683;1121;548;544;75;1749;3932;4553;7988;14549;3953448;3951897;3933187;116566;538728;754081;174081;215353;3054273;204303;455205;2838919;2383714;384982;1455930
2017;UF;26;Pernambuco;722;819;684;671;577;744;539;748;525;399;87;232;405;253;87;232;405;241;7416;1221;941;457;9899;877;6093;5007;5773;831;1215;1303;1515;9869;8459;2696;7938;5358;4168;1139;1712;1309;9285;9672;5216;1354;52008;52698;101758;6888;7078;18524;31067;5047;152589;226606;177;1192;551;561;1031;2113;4191;3772;7457;13379;9377552;9369386;9246681;267687;1296564;1828148;451927;531584;7318755;480434;1090165;6787170;5697004;882580;3285937
2017;UF;27;Alagoas;679;782;634;631;513;705;494;691;456;382;116;28;395;272;116;28;395;264;719;1848;832;48;9545;8826;5733;4109;5126;731;1749;1872;2197;9849;8246;2884;7283;4677;3367;917;1947;1442;931;9685;4816;1323;4058;4119;85561;6292;5821;15984;26139;4132;113987;165286;1516;1046;525;507;124;2563;4951;3656;7312;13093;3300736;3298778;3249887;103392;497024;685065;174974;188041;2504737;179058;399556;2316695;1917139;274566;980358
2017;UF;28;Sergipe;699;797;639;67;553;687;514;716;488;389;102;237;42;265;102;237;42;253;728;1553;752;4461;9659;8998;4843;3988;5534;806;1365;1454;1713;9857;8823;2996;7268;5192;3878;1116;2175;1504;9418;9727;4376;1479;51697;5265;98867;698;6699;18145;30982;50694;152027;221494;1783;1224;551;555;1062;2161;4246;3667;72;13117;2256916;2254639;2213837;70852;328020;444417;117584;116397;1730375;111377;265152;1613978;1348825;169690;820434
2017;UF;29;Bahia;71;811;655;675;563;707;517;723;491;39;108;251;422;272;108;251;422;26;7364;1676;834;4584;9695;8832;5535;4203;5627;801;1212;129;1503;9856;8599;3091;7588;5247;4072;953;2116;1601;9425;9685;4883;1231;53464;54432;101117;7089;6252;17207;28938;48173;162844;259259;221;1388;59;642;1191;2329;4532;3831;7225;13154;14730620;14727205;14465211;451385;2105472;2854952;700639;749479;11329132;763627;1717506;10579653;8862146;1228936;5499761
2017;UF;31;Minas Gerais;784;875;752;731;631;821;632;81;634;492;74;157;327;193;74;157;327;186;7749;1046;937;4205;9757;9704;7537;5857;6312;904;559;592;695;9919;8869;2957;8861;5818;4466;1428;771;492;9527;9785;6756;194;75743;76568;120107;7177;15149;32288;50377;74365;206251;296638;1251;87;493;428;309;718;2078;2648;7491;15524;20898151;20894909;20669889;540412;2520840;3520476;859265;999636;16669633;1094938;2542330;15669997;13127667;1957528;9413871
2017;UF;32;Esp rito Santo;78;892;731;727;659;77;62;83;61;471;7;166;352;205;7;166;352;196;7853;845;827;4332;9756;9341;6496;5224;6586;936;56;593;686;9931;8292;2914;8597;6233;486;1534;1296;925;9385;9794;5544;1875;73968;75219;129532;7614;13651;30773;47711;71819;205735;296302;1334;926;506;446;415;868;2272;2648;6835;14953;3921759;3920490;3855247;113274;511982;691283;164747;179301;3060681;184176;430482;2881380;2450898;324333;1698084
2017;UF;33;Rio de Janeiro;791;858;762;757;739;774;635;791;669;485;78;122;359;196;78;122;359;186;7647;1118;1154;415;9526;9055;6755;562;7389;1031;251;263;295;9903;9148;3459;8911;7146;5619;1835;1695;1337;9608;975;6109;2142;891;90785;146701;7196;15877;35119;55023;84913;254003;362327;1421;996;519;464;336;662;1837;1725;6482;14997;17050949;17042458;16726080;383270;1839710;2540827;617001;701117;14017787;773080;1832813;13316669;11483856;1967313;7436636
2017;UF;35;S o Paulo;831;889;826;781;742;872;677;83;729;513;66;118;343;185;66;118;343;176;7835;96;925;416;9716;9655;8391;7118;7417;1037;276;29;335;9923;8766;2946;9412;7077;5759;2055;539;408;9513;9576;7259;2225;102992;104215;172201;7878;18806;40212;61987;96372;29765;436297;1479;1009;526;482;231;498;1523;2007;6884;1585;45143417;45130217;44600570;1271027;5408205;7368452;1794622;1960246;36058523;2128763;4953845;34098276;29144431;4177524;21193939
2017;UF;41;Paran ;797;872;764;759;659;823;646;813;635;522;68;169;312;189;68;169;312;183;7732;897;915;4307;9777;955;7602;5998;6588;932;453;476;558;9917;83;3182;874;6177;4742;1711;837;617;9284;9607;6034;2298;900;90877;148761;7742;19528;40122;59973;88178;241545;343265;1151;81;481;4;207;478;1399;2397;7262;15751;11248537;11246752;11138261;286110;1417531;1924053;486031;506521;8891597;559628;1345914;8385075;7039160;1029382;5240435
2017;UF;42;Santa Catarina;817;907;778;772;683;83;694;85;684;576;63;121;254;15;63;121;254;146;794;893;9;3932;9705;9691;7528;6263;6832;972;254;269;31;9973;8633;3257;9188;6412;4828;1712;901;597;9382;9856;5926;2556;97864;98713;149289;7574;26008;52461;73363;105502;233655;312225;796;596;414;294;138;265;832;146;6259;15754;6973130;6971007;6910995;172759;775327;1082512;255674;307184;5633019;341158;805857;5325834;4519977;627888;3438083
2017;UF;43;Rio Grande do Sul;793;884;727;776;649;77;659;825;64;542;67;119;301;169;67;119;301;162;7804;939;115;4404;9216;9487;6477;5616;6492;96;312;326;369;9919;8829;3401;8796;6135;4575;1567;1312;818;9394;9828;531;2432;99833;100565;149965;7119;21132;44565;66503;100089;266824;376389;1146;812;481;41;203;389;1228;2504;6451;15636;11261515;11259369;11177448;276348;1277813;1751137;442851;473323;9113084;484909;1159965;8639760;7479794;1294995;5311875
2017;UF;50;Mato Grosso do Sul;762;846;708;738;628;752;614;769;59;511;91;167;308;194;91;167;308;189;7574;137;804;4685;9667;8965;6457;5001;6277;921;473;502;586;9868;8955;3415;8226;5903;4567;156;1378;945;9463;9629;5775;2196;7914;79761;134184;7814;17776;35467;54493;82817;205892;279802;1051;773;464;371;179;54;1741;2885;797;1649;2648371;2646971;2626375;80307;367232;486720;123885;119488;2016412;117196;305064;1896923;1591859;212989;1213303
2017;UF;51;Mato Grosso;77;824;757;733;652;816;614;74;606;515;102;199;297;203;102;199;297;199;7444;166;667;4435;9561;9762;8058;5273;6516;899;611;649;763;99;8762;3309;8833;6074;4569;1438;688;432;9531;9804;6935;2211;76618;77442;135982;8026;16963;3566;54049;79333;197732;276887;1052;751;463;37;199;607;1775;179;817;15703;3346410;3345900;3310293;95390;494387;652822;177274;158434;2541425;142667;381548;2382991;2001442;223241;1502404
2017;UF;52;Goi s;765;821;743;735;642;8;613;742;613;506;96;175;312;199;96;175;312;194;7426;146;778;4185;9524;9521;7068;5877;6418;918;564;599;705;9929;8325;3142;8641;5978;462;1436;951;541;9374;9798;5777;2158;77703;78447;13236;7993;17232;34876;52537;76537;206519;294563;1131;793;477;396;27;549;1762;274;7179;15965;6824117;6823810;6759103;187050;891692;1239259;282119;347567;5341646;335360;824142;4994078;4169935;530932;3181832
2017;UF;53;Distrito Federal;842;888;797;842;793;799;654;825;699;485;71;123;424;223;71;123;424;206;7827;1037;721;3794;9325;9532;6599;6523;7929;1133;276;294;354;9917;9066;4394;921;7664;6654;3251;1348;943;9489;9731;6055;3314;150891;152302;243412;765;18741;41107;70446;141986;482504;674687;2255;1612;593;662;26;498;1507;2581;6265;15617;2931057;2927801;2900691;69963;377018;529801;137834;152783;2336251;170242;373682;2183468;1809785;211351;1386364
2018;UF;11;Rond nia;73;778;705;71;584;774;572;687;571;476;117;19;329;217;117;19;329;212;7169;1931;662;4299;955;9355;6546;5502;5841;858;62;651;782;9837;8413;3322;8394;5287;3977;1244;1079;732;9311;9738;5486;2368;66376;67277;126852;7999;13146;28075;4337;66965;180492;257135;1248;876;496;431;349;896;2656;238;7506;15671;1747154;1747154;1723762;47825;241497;331998;78067;90500;1337594;94265;222170;1247094;1024923;115687;728128
2018;UF;12;Acre;733;825;706;676;633;745;531;743;532;379;1;246;44;276;10;246;44;262;7451;1588;604;4953;8712;8752;6823;5506;6332;861;1117;1203;1471;9673;8417;331;8551;5778;453;1504;1424;1153;9175;9511;563;1965;53677;54304;109316;7186;6134;18204;3133;52705;159757;230715;1896;1313;557;589;1196;222;4224;3978;6872;12896;853023;852608;842771;30437;138550;187688;49249;49138;621986;51629;114356;572848;458491;51501;300167
2018;UF;13;Amazonas;718;789;717;655;681;735;547;701;599;39;112;165;405;239;112;165;405;227;7231;1729;589;4887;9034;8885;6593;4885;6813;962;541;581;704;9833;8556;3163;836;6408;5283;1467;1598;1238;9315;9642;5577;155;47059;47565;97184;7505;6734;16895;27544;46357;138073;198267;1678;1169;544;538;1014;2389;469;4204;7736;13546;3921508;3918399;3876736;127265;641420;875938;225759;234518;2865153;228877;545263;2630634;2085370;230954;1417668
2018;UF;14;Roraima;76;784;774;723;725;799;562;702;637;396;105;177;452;261;105;177;452;245;7201;1696;463;4368;9554;907;723;6104;7248;1008;6;643;802;9816;9063;3555;8944;6773;5857;1918;1129;911;952;9633;6329;2456;71835;74104;144103;8322;8943;22922;40479;68157;218982;311767;1957;1374;566;57;679;1593;3342;2178;7249;13447;513466;513025;497319;17633;82469;109628;27614;27159;381145;34901;77373;353986;276612;23766;212374
2018;UF;15;Par ;707;79;671;667;6;71;531;706;545;39;106;188;416;249;106;188;416;237;7241;1571;624;4922;9546;8605;5849;4401;5999;86;841;904;1067;9862;865;3317;77;5594;4295;1077;2115;1741;9351;9666;5164;1521;50836;51408;101904;746;7384;17692;28505;47383;154671;230995;1842;1234;562;573;906;2125;4543;3934;7766;13912;8472029;8464115;8369935;273027;1428346;1904383;516041;476036;6205907;470118;1099851;5729870;4630018;528336;3137437
2018;UF;16;Amap ;741;824;742;666;716;756;551;718;61;381;129;178;428;257;129;178;428;245;7442;2301;512;4946;9206;9073;6545;5399;7158;984;557;585;728;9928;8678;4154;8868;6708;553;1723;1703;1416;9367;9704;5373;2759;50621;513;119214;8102;7554;17435;2836;50301;149639;212633;1702;1198;546;546;858;2205;4661;3169;815;14138;821545;821060;810191;30262;143322;192191;49403;48869;591784;53826;113073;542914;429840;42103;282051
2018;UF;17;Tocantins;749;814;741;698;618;811;572;732;575;445;101;224;363;237;101;224;363;229;7381;15;888;4907;982;9482;7462;5693;6175;874;93;998;116;995;8733;3373;8783;567;4499;144;1012;614;9559;9796;6561;2007;617;62364;118604;7687;10643;24122;37696;5884;177898;260403;1498;1023;529;502;482;1315;3225;2997;7905;14801;1542150;1541387;1524974;48702;218442;300219;78074;81776;1171466;76573;176835;1089689;912854;136980;614948
2018;UF;21;Maranh o;686;769;685;613;562;757;496;676;503;359;121;265;414;277;121;265;414;267;7111;1957;74;5256;9847;9061;6608;4773;5622;772;1467;1589;1916;9894;8477;2733;8131;5034;3751;852;1493;1147;9457;9729;564;1275;36229;37049;80074;6767;4217;13849;23479;38067;101539;142236;1575;1124;528;517;1735;2988;5411;3661;6588;1233;7000726;7000198;6845374;231021;1197817;1614672;412259;416854;5106908;407107;890845;4690053;3799207;517963;2133869
2018;UF;22;Piau ;699;772;671;658;544;746;513;686;502;393;112;252;403;265;112;252;403;256;713;181;939;495;9873;8854;606;5044;5435;766;151;1607;1898;9929;9057;3513;8222;4885;3587;1069;1798;1376;9547;9718;5342;2115;48146;48343;88938;6462;6548;17644;30134;50118;136247;194336;1607;1126;53;534;1133;2346;4313;4411;7489;12994;3263754;3262244;3248975;97241;464494;622156;170252;157661;2489606;169530;384429;2331944;1947515;306465;1138701
